row_index,status,error,screenshot,user_agent,proxy,timestamp
1,ok,,row_00001.png,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0 Mobile/15E148 Safari/604.1",,2026-04-21T09:32:00.264884+00:00
