row_index,status,error,screenshot,user_agent,proxy,timestamp
1,ok,,row_00001.png,"Mozilla/5.0 (Linux; Android 13; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.7727.102 Mobile Safari/537.36",,2026-04-21T08:56:21.803751+00:00
2,ok,,row_00002.png,"Mozilla/5.0 (Linux; Android 13; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.7727.102 Mobile Safari/537.36",,2026-04-21T08:56:33.980482+00:00
