row_index,status,error,screenshot,user_agent,proxy,timestamp
1,ok,,row_00001.png,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0 Mobile/15E148 Safari/604.1",,2026-04-21T09:55:38.508164+00:00
2,ok,,row_00002.png,"Mozilla/5.0 (Linux; Android 13; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.7727.57 Mobile Safari/537.36",,2026-04-21T09:56:15.019979+00:00
