row_index,status,error,screenshot,user_agent,proxy,timestamp
1,submitted_but_no_redirect,,row_00001.png,"Mozilla/5.0 (Linux; Android 13; SM-A546B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.7727.56 Mobile Safari/537.36",,2026-04-21T09:58:16.455481+00:00
